CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS,leitos
940402,3548800940402,35,354880,,METIE MEDICINA ESPECIALIZADA EM TRATAMENTO INTENSIVO EMERG,HOSPITAL SANTA ANA,,,M,,,M ,MUNICIPAL,4,5,9570400,CAVALHEIRO ERNESTO GIULIANO,979,SAO JOSE,11 39874411,-23.6347531,-46.56249395,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",38306894000115.0,analista.qualidade@hospitalstaclara.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,261
955736,3550300955736,35,355030,,PREVENT SENIOR ATENDIMENTO A SAUDE LTDA,HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE PARIS,,,M,,,M ,MUNICIPAL,4,5,4146050,RUA GENERAL CHAGAS SANTOS,314,VILA DA SAUDE,1140859000,-23.61825525,-46.6320921,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10934632003363.0,luciana.tamaoki@preventsenior.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,60
962589,3548900962589,35,354890,45359213000142.0,UNIMED DE SAO CARLOS COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED SAO CARLOS UNIDADE II,,,M,,,M ,MUNICIPAL,4,5,13560181,RUA SETE DE SETEMBRO,3033,VILA NERY,16 21077428-21077300,-22.01585263,-47.88072467,4,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",45359213001548.0,secretaria.hospital2@unimedsaocarlos.com.br,2143,1.0,1.0,1.0,1.0,1,1,,NAO,44
993956,3550300993956,35,355030,,REDE DOR SAO LUIZ S A,MATERNIDADE SAO LUIZ STAR,,,M,,,M ,MUNICIPAL,4,5,4552050,RUA HELENA,29,VILA OLIMPIA,(11) 2121-1335,-23.5312499,-46.8341173,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",6047087011920.0,licenciamentosp@rededor.com.br,2046,1.0,1.0,1.0,1.0,1,1,,NAO,119
2022621,3509502022621,35,350950,,MATERNIDADE DE CAMPINAS,MATERNIDADE DE CAMPINAS,,,M,,,M ,MUNICIPAL,3,5,13023910,OROSIMBO MAIA,165,CENTRO,,-22.89936,-47.06323,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46043980000100.0,,3999,1.0,1.0,0.0,1.0,1,1,,SIM,128
2022648,3509502022648,35,350950,,IRMANDADE DE MISERICORDIA DE CAMPINAS,HOSPITAL IRMAOS PENTEADO E SANTA CASA DE CAMPINAS,,,M,,,M ,MUNICIPAL,3,5,13010142,BENJAMIN CONSTANT,1657,CENTRO,,-22.901269,-47.056181,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46045290000190.0,,3999,1.0,0.0,0.0,1.0,1,1,,SIM,138
2023016,3509402023016,35,350940,,CASA DE CARIDADE SAO VICENTE DE PAULO,CASA DE CARIDADE SAO VICENTE DE PAULO CAJURU,,,M,,,M ,MUNICIPAL,4,5,14240114,RUA DOUTOR MILTON MOURAO DE MATOS,460,CENTRO,(16)36673232,-21.2726046,-47.3060414,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45968716000115.0,,3999,1.0,1.0,1.0,1.0,1,1,,SIM,46
2023148,3509502023148,35,350950,,ASSOCIACAO EVANGELICA BENEFICENTE DE CAMPINAS,HOSPITAL SAMARITANO DE CAMPINAS,,,M,,,M ,MUNICIPAL,4,5,13041304,ENGENHEIRO MONLEVADE,206,VILA JOAO JORGE,19 37361199,-22.91753009,-47.05994191,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44593523000245.0,CONTABILIDADE4@SAMARITANOSAUDE.COM.BR,3999,1.0,1.0,1.0,1.0,1,1,,NAO,140
2023474,3524702023474,35,352470,46410866000171.0,PREFEITURA MUNICIPAL DE JAGUARIUNA,HOSPITAL MUNICIPAL WALTER FERRARI,,,M,,,M ,MUNICIPAL,3,5,13911112,RUA AMAZONAS,8,DOM BOSCO,(19) 38671122,-22.70224,-46.99531,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,uac.saude@jaguariuna.sp.gov.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,68
2023512,3509502023512,35,350950,,HOSPITAL SANTA SOFIA LTDA,HOSPITAL SANTA SOFIA,,,M,,,M ,MUNICIPAL,4,5,13013161,AV ANDRADE NEVES,611,BOTAFOGO,19 3737-8000,-22.90324577,-47.0698447,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46012944000180.0,hss@hospitalsantasofia.com.br,2062,1.0,0.0,0.0,1.0,1,1,,NAO,32
2023644,3512802023644,35,351280,,HOSPITAL BENEFICENTE SANTA GERTRUDES,HOSPITAL BENEFICENTE SANTA GERTRUDES,,,M,,,M ,MUNICIPAL,4,5,13150000,RUA MAX HERGERT,978,CENTRO,19 3812-8300,-22.64934367,-47.19672918,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47368675000151.0,,3999,1.0,0.0,0.0,1.0,1,1,10.0,SIM,0
2023709,3523402023709,35,352340,,SANTA CASA DE MISERICORDIA DE ITATIBA,SANTA CASA DE MISERICORDIA DE ITATIBA,,,M,,,M ,MUNICIPAL,4,5,13253000,AVENIDA DA SAUDADE,43,CENTRO,(11)4894-8899,-23.007161,-46.833107,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50119585000131.0,santacasa@itatiba.sp.gov.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,90
2023865,3524202023865,35,352420,52382702000180.0,PREFEITURA MUNICIPAL DE JABORANDI,HOSPITAL MUNICIPAL DR AMADEU PAGLIUSO,,,M,,,M ,MUNICIPAL,4,5,14775013,RUA DR AMADEU PAGLIUSO,480,CENTRO,(17)33471286,-20.6895328,-48.416615,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,0.0,1.0,1.0,1,1,,SIM,9
2024438,3531102024438,35,353110,46578506000183.0,PREFEITURA MUNICIPAL DA ESTANCIA BALNEARIA DE MONGAGUA,HOSPITAL E MATERNIDADE DRA ADONIRAN CORREIA CAMPOS MONGAGUA,,,M,,,M ,MUNICIPAL,4,5,11730004,AVENIDA SAO PAULO,826,VILA SAO PAULO,(13)35056060,-24.09081383,-46.61332911,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,1.0,1.0,1.0,1,1,,SIM,18
2024624,3504002024624,35,350400,,HOSPITAL E MATERNIDADE DE ASSIS S A,HOSPITAL E MATERNIDADE DE ASSIS,,,M,,,M ,MUNICIPAL,4,5,19814970,RUA ANA ANGELA RAZABONI DE ANDRADE,405,JAD PAULISTA,18 3302-1700,-22.66011599,-50.39943695,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44367845000195.0,autorizador@hmassis.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,55
2024632,3526902024632,35,352690,50480953000172.0,UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED LIMEIRA,,,M,,,M ,MUNICIPAL,4,5,13480041,RUA SANTA CRUZ,620,CENTRO,(19) 3404 4800,-22.56286572,-47.40324316,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50480953000253.0,admhospital@unimedlimeira.com.br,2143,1.0,1.0,1.0,1.0,1,1,,NAO,70
2024691,3513402024691,35,351340,,SANTA CASA DE MISERICORDIA DE CRUZEIRO,SANTA CASA DE CRUZEIRO,,,M,,,M ,MUNICIPAL,4,5,12701330,MAJOR NOVAES,715,CENTRO,(12)3184-7005,-22.57531065,-44.96455193,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47431697000119.0,,3999,1.0,1.0,1.0,1.0,1,1,,SIM,111
2024756,3508502024756,35,350850,,FUSAM FUNDACAO DE SAUDE E ASSIST DO MUNIC DE CACAPAVA,HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA,,,M,,,M ,MUNICIPAL,4,5,12281450,DOUTOR PEREIRA DE MATTOS,63,CENTRO,12 36548800,-23.1039275,-45.7050478,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50453703000143.0,contabilidade@fusam.com.br,3069,1.0,1.0,1.0,1.0,1,1,,SIM,58
2024772,3508602024772,35,350860,,ASSOCIACAO BENEF SAO JOSE E SANTA CASA DE MISERICORDIA SAO J,SANTA CASA DE MISERICORDIA SAO JOSE,,,M,,,M ,MUNICIPAL,4,5,12630000,SETE DE SETEMBRO,122,CENTRO,,-22.66592754,-45.00626564,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45889623000103.0,,3999,0.0,0.0,0.0,0.0,1,1,,SIM,31
2025361,3548702025361,35,354870,46523239000147.0,PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO,HOSPITAL DE CANCER DE SAO BERNARDO DO CAMPO PADRE ANCHIETA,,,M,,,M ,MUNICIPAL,5,5,9715090,RUA SILVA JARDIM,470,CENTRO,(11)43454011,-23.71393393,-46.54442866,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,maira.souza@cssbc.org.br,1244,1.0,0.0,0.0,1.0,1,1,,SIM,82
2025477,3524302025477,35,352430,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE JABOTICABAL,HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL,,,M,,,M ,MUNICIPAL,4,5,14870810,RUA FLORIANO PEIXOTO,1387,CENTRO,(16)32092333,-21.2553617,-48.32589626,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",56896368000134.0,hmsi2@bol.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,62
2025507,3529002025507,35,352900,,FUNDACAO DE APOIO A FACULDADE DE MEDICINA DE MARILIA E AO HO,HOSPITAL DAS CLINICAS HCFAMEMA,,,E,,,E ,ESTADUAL,5,5,17519080,DOUTOR REINALDO MACHADO,255,FRAGATA,(14)34021824,-22.130291,-49.562181,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",9161265000146.0,superintendencia@hc.famema.br,3069,1.0,1.0,0.0,1.0,1,1,,SIM,268
2025523,3529002025523,35,352900,24082016000159.0,HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE MARILIA,HCFAMEMA UNIDADE MATERNO INFANTIL,,,E,,,E ,ESTADUAL,5,5,17500030,AV CARLOS GOMES,S/N,CENTRO,(14)34021885,-22.214,-49.946,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1112,1.0,1.0,1.0,1.0,1,1,4.0,SIM,0
2025752,3548502025752,35,354850,,IRMANDADE DA SANTA CASA DA MISERICORDIA DE SANTOS,SANTA CASA DE SANTOS,,,M,,,M ,MUNICIPAL,5,5,11075900,AV DOUTOR CLAUDIO LUIZ DA COSTA,50,JABAQUARA,(13) 3202-0600,-23.94535,-46.33669,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",58198524000119.0,dir.tecnica@scsantos.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,409
2025760,3548502025760,35,354850,,HOSPITAL ANA COSTA S A,HOSPITAL ANA COSTA DE SANTOS,,,M,,,M ,MUNICIPAL,4,5,11075400,PEDRO AMERICO,60,CAMPO GRANDE,(13) 3228-9000,-23.95743871,-46.33469618,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",68253731000182.0,diretoria@anacosta.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,160
2026074,3524402026074,35,352440,,POLICLIN SA SERVICOS MEDICOS HOSPITALARES,HOSPITAL POLICLIN DE JACAREI,,,M,,,M ,MUNICIPAL,4,5,12327673,AVENIDA EDOUARD SIX,80,CENTRO,(12)39531044,-23.29913,-45.97256,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45184066000460.0,karen.hpjac@policlin.com.br,2054,1.0,0.0,1.0,1.0,1,1,,NAO,20
2026112,3524402026112,35,352440,,HOSPITAL DE CLINICAS ANTONIO AFONSO,HOSPITAL DE CLINICAS ANTONIO AFONSO,,,M,,,M ,MUNICIPAL,4,5,12327270,RUA ANTONIO AFONSO,307,CENTRO,12-3955-9900,-23.30583763,-45.97144246,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",61879813000198.0,medico24h@uol.com.br,2062,1.0,0.0,0.0,1.0,1,1,,SIM,44
2026392,3532002026392,35,353200,,MEDICAL SERVICOS MEDICOS HOSPITALAR E AMBULATORIAL LTDA,HOSPITAL SANTO ANTONIO,,,M,,,M ,MUNICIPAL,4,5,13260000,RUA DIOGO GUINARI,31,VILA NOVA,(11)40147321,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44653392000163.0,medicall@terra.com.br,2062,1.0,1.0,1.0,1.0,1,1,4.0,SIM,0
2026805,3518602026805,35,351860,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE GUARIBA,SANTA CASA DE GUARIBA,,,M,,,M ,MUNICIPAL,4,5,14842286,RUA NELLO PETRINI,1740,JARDIM BOA VISTA,(16)32519100,-21.36494984,-48.22532415,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",48662167000144.0,administrador@santacasaguariba.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,18
2027186,3522402027186,35,352240,,SANTA CASA DE MISERICORDIA DE ITAPEVA,SANTA CASA DE MISERICORDIA DE ITAPEVA,,,M,,,M ,MUNICIPAL,4,5,18400030,RUA SANTOS DUMONT,433,CENTRO,(15)35219500,-23.98848305,-48.87704097,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",49797293000179.0,administracao@santacasadeitapeva.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,118
2027356,3548702027356,35,354870,46523239000147.0,PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO,HOSPITAL DA MULHER,,,M,,,M ,MUNICIPAL,5,5,9770420,AVENIDA IMPERADOR PEDRO II,216,NOVA PETROPOLIS,(11)2363-3860,-23.70255582,-46.54903377,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,maira.souza@cssbc.org.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,80
2028204,3531302028204,35,353130,,IRMANDADE DE MISERIC DO HOSPITAL DA SANTA CASA DE MONTE ALTO,SANTA CASA DE MONTE ALTO,,,M,,,M ,MUNICIPAL,4,5,15910005,RUA CARLOS KIELANDER,396,CENTRO,(16)3244-3244,-21.26493771,-48.50212819,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52852100000140.0,administracao1@santacasamontealto.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,67
2028239,3554302028239,35,355430,,ASSOCIACAO FILANTROPICA DE TEODORO SAMPAIO,HOSPITAL REGIONAL DE TEODORO SAMPAIO,,,M,,,M ,MUNICIPAL,4,5,19280001,ALA TRIFON INFANTE ALGARIN,1430,CENTRO,(18) 3282-1411,-22.53354739,-52.17106819,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46466447000151.0,associacaofilantropicahrts@outlook.com,3999,1.0,0.0,0.0,1.0,1,1,,SIM,30
2028840,3550302028840,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE,INSTITUTO DE INFECTOLOGIA EMILIO RIBAS,,,E,,,E ,ESTADUAL,5,5,1246900,DR ARNALDO,165,SUMARE,,-23.55578515,-46.66719675,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500000860.0,expedientetecnica@emilioribas.sp.gov.br,1023,1.0,0.0,0.0,1.0,1,1,,SIM,254
2032236,3550302032236,35,355030,,PLENA SAUDE S A,HOSPITAL PREVINA,,,M,,,M ,MUNICIPAL,4,5,2989095,RAIMUNDO PEREIRA DE MAGALHAES,12367,JARDIM MARILU,11 39445400,-23.4346964,-46.7228099,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",338763001208.0,licencas.unidades@plenasaude.com.br,2054,1.0,0.0,0.0,1.0,1,1,,NAO,8
2032481,3550302032481,35,355030,,AMICO SAUDE LTDA,HOSPITAL DA LUZ 92,,,M,,,M ,MUNICIPAL,4,5,4013060,RUA AZEVEDO MACEDO,92,VILA MARIANA,(11) 2117-6000,-23.5806193,-46.6397502,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51722957000263.0,keli.almeida@hospitaldaluz.com.br,2054,0.0,1.0,0.0,1.0,1,1,,NAO,40
2035723,3518402035723,35,351840,,HOSPITAL CEPOG LTDA,HOSPITAL CEPOG,,,M,,,M ,MUNICIPAL,4,5,12505270,BENEDITO MARCONDES,141,CAMPO DO GALVAO,012 31285511,-22.81400738,-45.20090242,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",53329314000107.0,ADMINISTRACAO@HOSPITALCEPOG.COM.BR,2062,1.0,0.0,0.0,1.0,1,1,,NAO,35
2037297,3503802037297,35,350380,45735552000186.0,PREFEITURA MUNICIPAL DE ARTUR NOGUEIRA,HOSPITAL E MATERNIDADE DE ARTUR NOGUEIRA,,,M,,,M ,MUNICIPAL,4,5,13163006,AV DR FERNANDO ARENS,939,VILA QUEIROZ,(19)38277000,-22.57868881,-47.16542244,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,faturamentosaude@arturnogueira.sp.gov.br,1244,1.0,1.0,0.0,1.0,1,1,,SIM,8
2052563,3550302052563,35,355030,,AMESP SISTEMA DE SAUDE LTDA,AMESP HOSP JARAGUA,,,M,,,M ,MUNICIPAL,4,5,4520000,AVN JURITI,73,MOEMA,,,,5,ATENDIMENTO COM TURNOS INTERMITENTES,2756886000204.0,,2062,0.0,0.0,0.0,0.0,0,0,4.0,NAO,0
2053470,3541402053470,35,354140,,HMSL SERVICOS HOSPITALARES SA,HOSPITAL E MATERNIDADE SAO LUIZ DE PRESIDENTE PRUDENTE,,,M,,,M ,MUNICIPAL,4,5,19010031,AVN BRASIL,500,CENTRO,(18)2213344,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",55329627000182.0,hmsl@ig.com.br,2054,1.0,0.0,1.0,1.0,1,1,6.0,NAO,0
2053500,3531502053500,35,353150,,ASSOCIACAO DE BENEMERENCIA SENHOR BOM JESUS,HOSPITAL SENHOR BOM JESUS,,,M,,,M ,MUNICIPAL,4,5,14730101,RUA RUI BARBOSA,267,CENTRO,(17)3361-9210,-20.90646629,-48.63696814,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52941614000171.0,Adm@hsbj.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,25
2053519,3531502053519,35,353150,,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA,MATERNIDADE FERNANDO MAGALHAES,,,M,,,M ,MUNICIPAL,4,5,14730013,PRACA CORONEL LICAS,96,CENTRO,(17)33619820,-20.90554422,-48.64353418,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52941887000116.0,maternidadefernandomagalhaes@gmail.com,3999,1.0,1.0,1.0,1.0,1,1,,SIM,15
2058243,3550902058243,35,355090,,SANTA CASA DE MISERICORDIA DE SAO SIMAO,SANTA CASA DE MISERICORDIA DE SAO SIMAO,,,M,,,M ,MUNICIPAL,4,5,14200000,BANDEIRA VILELA,185,CENTRO,16 39841113,-21.47905861,-47.55101681,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",71071666000189.0,CONTATOSTACASASS@GMAIL.COM,3999,1.0,1.0,1.0,1.0,1,1,,SIM,16
2058308,3533402058308,35,353340,45781184000102.0,MUNICIPIO DE NOVA ODESSA,HOSPITAL E MATERNIDADE MUNICIPAL DR ACILIO CARRION GARCIA,,,M,,,M ,MUNICIPAL,4,5,13380001,ARISTIDE BASSORA,301,BOSQUE DO CEDRO,,-22.7803143,-47.3003865,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45781184000374.0,,1244,1.0,1.0,1.0,1.0,1,1,,SIM,49
2058332,3506002058332,35,350600,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE,HOSPITAL MANOEL DE ABREU BAURU,,,E,,,E ,ESTADUAL,4,5,17055280,SALVADOR FILARDI,688,VILA INDUSTRIAL,,-22.3292753,-49.1003174,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500002219.0,,1023,0.0,0.0,0.0,0.0,1,1,,NAO,64
2058340,3541902058340,35,354190,46670931000106.0,PREFEITURA MUNICIPAL DE QUELUZ,HOSPITAL MUNICIPAL DE QUELUZ,,,M,,,M ,MUNICIPAL,4,5,12800000,LADEIRA MARIA CELIA REBOUCAS DE CARVALHO FRANCA,65,CENTRO,(12)31471560,-22.53852199,-44.77299287,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,qeluzsaude@ig.com.br,1244,1.0,1.0,0.0,1.0,1,1,,SIM,16
2058391,3550302058391,35,355030,,SOCIEDADE BENEFICENTE ISRAELITA BRAS HOSP ALBERT EINSTEIN,HOSPITAL ISRAELITA ALBERT EINSTEIN,,,M,,,M ,MUNICIPAL,4,5,5652900,AV ALBERT EINSTEIN,627,MORUMBI,(11)37471233,-23.59935,-46.71532,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60765823000130.0,cendoroglo@einstein.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,618
2058502,3550302058502,35,355030,60747318000162.0,INSTITUTO DE ASSIST MEDICA AO SERVIDOR PUBLICO ESTADUAL SP,HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO,,,E,,,E ,ESTADUAL,2,5,4029000,AVENIDA IBIRAPUERA,981,IBIRAPUERA,(11) 4573-8500,-23.594245,-46.55134,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,hspe@iamspe.sp.gov.br,1112,1.0,1.0,1.0,1.0,1,1,,SIM,782
2058790,3501602058790,35,350160,45781176000166.0,MUNICIPIO DE AMERICANA,HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI,,,M,,,M ,MUNICIPAL,4,5,13478640,AV DA SAUDE,415,BOSQUE DA SAUDE,19 34716750,-22.723,-47.324,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,diretoria@fusame.com.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,113
2063328,3550302063328,35,355030,,HOSPITAL E MATERNIDADE VILA CARRAO LTDA,HOSP MAT V CARRAO,,,M,,,M ,MUNICIPAL,4,5,3403002,AVN CONS CARRAO,2885,VIL CARRAO,(11)2935544,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",62023957000100.0,katialucimar@ig.com.br,2062,1.0,1.0,1.0,1.0,1,1,4.0,NAO,0
2066092,3550302066092,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL GERAL DE PEDREIRA,,,E,,,E ,ESTADUAL,3,5,4455170,RUA JOAO FRANCISCO DE MOURA,251,VILA CAMPO GRANDE,(11) 5613-5900,-23.6807463,-46.6784764,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500014063.0,diretoria@hpedreira.spdm.org.br,1023,1.0,1.0,1.0,1.0,1,1,,SIM,186
2066572,3550302066572,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE,HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I,,,E,,,E ,ESTADUAL,3,5,4231030,CON XAVIER,276,V HELIOPOLIS,,-23.607115,-46.595253,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500011552.0,ddmedica.hh@gmail.com,1023,1.0,0.0,0.0,1.0,1,1,,SIM,290
